RegCode,ParkName,ParkCode,Location,Count,TypeCode
NE,Colonial National Historical Park,COLO,TRAFFIC COUNT AT WILLIAMSBURG T/C #6,"46,591",NHP
NE,Colonial National Historical Park,COLO,TRAFFIC COUNT AT YORKTOWN CREEK #1,"14,472",NHP
NE,Colonial National Historical Park,COLO,TRAFFIC COUNT AT YORKTOWN CREEK #2,"21,811",NHP
IM,Colorado National Monument,COLM,TRAFFIC COUNT AT EAST GLADE MILE 25.3 AT DS ROAD,"10,517",NM
IM,Colorado National Monument,COLM,TRAFFIC COUNT AT FRUITA ENTRANCE MILE .1,"2,607",NM
IM,Colorado National Monument,COLM,TRAFFIC COUNT AT GRAND JUNCTION ENTRANCE MILE 22.3,"14,954",NM
IM,Colorado National Monument,COLM,TRAFFIC COUNT AT WEST GLADE RIMROCK DRIVE & 16 1/2 ROAD,"1,313",NM
SE,Congaree National Park,CONG,NUMBER OF VEHICLES AT ENTRANCE,"2,382",NP
SE,Congaree National Park,CONG,TRAFFIC COUNT ADJ BANNISTER,108,NP
SE,Congaree National Park,CONG,TRAFFIC COUNT ADJ SOUTH CEDAR CREEK,120,NP
IM,Coronado National Memorial,CORO,TRAFFIC COUNT AT EAST ENTRANCE,"1,510",NMEM
IM,Coronado National Memorial,CORO,TRAFFIC COUNT AT PICNIC AREA,528,NMEM
IM,Coronado National Memorial,CORO,TRAFFIC COUNT AT WEST ENTRANCE,"1,677",NMEM
SE,Cowpens National Battlefield,COWP,TRAFFIC COUNT AT MAIN GATE,"3,989",NB
SE,Cowpens National Battlefield,COWP,TRAFFIC COUNT AT PICNIC AREA,"1,496",NB
SE,Cowpens National Battlefield,COWP,TRAFFIC COUNT AT TOUR ROAD,"2,992",NB
PW,Crater Lake National Park,CRLA,TRAFFIC COUNT AT ANNIE SPRINGS ENTRANCE,"1,230",NP
PW,Crater Lake National Park,CRLA,TRAFFIC COUNT AT NORTH ENTRANCE,0,NP
PW,Craters of the Moon National Monument and Preserve,CRMO,TRAFFIC COUNT AT MAIN ENTRANCE,"1,358",NM
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT  AT DANIEL BOONE PARKING AREA,402,NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT HIGHWAY 988,"5,952",NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT IRON FURNACE,718,NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT MAIN GATE,"11,754",NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT PINNACLES,515,NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT SUGAR RUN PICNIC AREA,473,NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT THOMAS WALKER PARKING AREA,367,NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT US 25E (NORTH BOUND LEFT LANE),"131,219",NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT US 25E (NORTH BOUND RIGHT LANE),"205,152",NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT US 25E (SOUTH BOUND LEFT LANE),"131,219",NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT US 25E (SOUTH BOUND RIGHT LANE),"205,152",NHP
SE,Cumberland Gap National Historical Park,CUGA,TRAFFIC COUNT AT W.R. CAMPING AREA,0,NHP
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT  MM 135.5 PULLOUT,53,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT 0.5 MILE ROAD PULLOUT MM 72.9 CO HWY 92,0,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT CIMARRON BRIDGE MM 112.4,599,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT COOPER RANCH MM 151.2 US HWY 50,0,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT EAST CIMARRON PULLOUT MM 113.2,0,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT EAST ELK CREEK AREA MM 140.9,80,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT ELK CREEK V/C AREA MM 142.0,"1,600",NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT IOLA MM 115.3 CO HWY 149,500,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT LAKE FORK RAMP AREA MM 73.0 CO HWY 92,150,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT MIDDLE BRIDGE PARKING MM 136.4,"1,831",NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT MM 136.6 PULLOUT,102,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT MM 137.2 PULLOUT,45,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT MM 149.5 US HWY 50 PULLOUT,200,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT PINE CREEK MM 130.0,134,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT SAPINERO OVERLOOK MM 133.0,156,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT SOAP CREEK ROAD MM 71.8,196,NRA
IM,Curecanti National Recreation Area,CURE,TRAFFIC COUNT AT STEVENS CREEK CAMP MM 146.1,0,NRA
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT BLUE HEN FALLS,763,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT BOSTON STORE,331,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT BOSTON TRAILHEAD,"1,934",NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT BRANDYWINE OVERFLOW,0,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT CROWFOOT GULLY,727,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT EVERETT BRIDGE,585,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT FRAZEE HOUSE,963,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT HAPPY DAYS SOUTH,912,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT HIKE AND BIKE TRAILHEAD,507,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT HORSESHOE POND,891,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT INDIGO LAKE,940,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT LITTLE MEADOWS TRAFFIC,170,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT PINE LANE,188,NP
MW,Cuyahoga Valley National Park,CUVA,ADJ TRAFFIC COUNT AT STANFORD HOUSE,267,NP
MW,Cuyahoga Valley National Park,CUVA,OCTAGON PARKING TRAFFIC,860,NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT BOTZUM,782,NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT BRANDYWINE,"1,491",NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT CANAL VISITOR CENTER,"2,426",NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT HAPPY DAYS NORTH,"2,528",NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT HUNT FARM TRAILHEAD,673,NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT IRA TRAILHEAD,"1,486",NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT KENDALL LAKE,"2,434",NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT LEDGES,"1,290",NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT LOCK 29 OVERFLOW,727,NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,"1,304",NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,"2,977",NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT OAK HILL,940,NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT PINE HOLLOW EAST,840,NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT PINE HOLLOW WEST,"2,268",NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT REDLOCK TRAILHEAD,787,NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,"5,028",NP
MW,Cuyahoga Valley National Park,CUVA,TRAFFIC COUNT AT WETMORE TRAILHEAD,330,NP
SE,DeSoto National Memorial,DESO,TRAFFIC COUNT AT THE MAIN ENTRANCE,"6,513",NMEM
PW,Death Valley National Park,DEVA,Traffic Count at Ashford Road,0,NP
PW,Death Valley National Park,DEVA,Traffic Count at Big Pine Road,202,NP
PW,Death Valley National Park,DEVA,Traffic Count at Daylight Pass,0,NP
PW,Death Valley National Park,DEVA,Traffic Count at Grapevine Canyon,0,NP
PW,Death Valley National Park,DEVA,Traffic Count at Ryan,"13,214",NP
PW,Death Valley National Park,DEVA,Traffic Count at Slaine Valley,0,NP
PW,Death Valley National Park,DEVA,Traffic Count at Townes Pass,"9,488",NP
PW,Death Valley National Park,DEVA,Traffic Count at Wildrose,387,NP
PW,Devils Postpile National Monument,DEPO,TRAFFIC COUNT AT MAIN ENTRACE,0,NM
IM,Devils Tower National Monument,DETO,TRAFFIC COUNT AT ENTRANCE LANE,"1,247",NM
IM,Dinosaur National Monument,DINO,TRAFFIC COUNT AT DEERLODGE PARK ENTRANCE,189,NM
IM,Dinosaur National Monument,DINO,TRAFFIC COUNT AT ELK SPRINGS ROAD,8,NM
IM,Dinosaur National Monument,DINO,TRAFFIC COUNT AT GATES OF LODORE ENTRANCE ROAD,45,NM
IM,Dinosaur National Monument,DINO,TRAFFIC COUNT AT ISLAND PARK ROAD,291,NM
IM,Dinosaur National Monument,DINO,TRAFFIC COUNT AT QUARRY ENTRANCE STATION,"1,276",NM
IM,El Malpais National Monument,ELMA,TRAFFIC COUNT AT BANDERA CRATER/ICE CAVE ROAD,0,NM
IM,El Malpais National Monument,ELMA,TRAFFIC COUNT AT BIG TUBES,32,NM
IM,El Malpais National Monument,ELMA,TRAFFIC COUNT AT EL CALDERON,670,NM
IM,El Malpais National Monument,ELMA,TRAFFIC COUNT AT LAVA FALLS,350,NM
IM,El Malpais National Monument,ELMA,TRAFFIC COUNT AT SANDSTONE BLUFFS ROAD,866,NM
IM,El Malpais National Monument,ELMA,TRAFFIC COUNT AT ZUNI-ACOMA TRAIL,"1,157",NM
IM,El Morro National Monument,ELMO,TRAFFIC COUNT AT ENTRANCE ROAD,"1,246",NM
SE,Everglades National Park,EVER,TRAFFIC COUNT AT EVERGLADES CITY,"6,958",NP
SE,Everglades National Park,EVER,TRAFFIC COUNT AT ROYAL PALM ENTRANCE,"17,060",NP
SE,Everglades National Park,EVER,TRAFFIC COUNT AT SHARK VALLEY,"8,463",NP
IM,Florissant Fossil Beds National Monument,FLFO,TRAFFIC COUNT AT VISITOR CENTER ROAD Teller Country Road 1,"1,792",NM
SE,Fort Caroline National Memorial,FOCA,TRAFFIC COUNT AT RIBAULT'S COLUMN,388,NMEM
SE,Fort Caroline National Memorial,FOCA,TRAFFIC COUNT AT SPANISH POND ENTRANCE,"2,495",NMEM
SE,Fort Caroline National Memorial,FOCA,TRAFFIC COUNT AT VISITOR CENTER ENTRANCE,"2,366",NMEM
SE,Fort Donelson National Battlefield,FODO,TRAFFIC COUNT AT HIGHWAY 18,"32,618",NB
SE,Fort Donelson National Battlefield,FODO,TRAFFIC COUNT AT MAIN ENTRANCE,"5,816",NB
SE,Fort Donelson National Battlefield,FODO,TRAFFIC COUNT AT NATIONAL CEMETERY,"1,017",NB
SE,Fort Frederica National Monument,FOFR,TRAFFIC COUNT AT PARKING LOT ENTRANCE,"1,886",NM
IM,Fort Laramie National Historic Site,FOLA,TRAFFIC COUNT AT MAIN GATE,706,NHS
MW,Fort Larned National Historic Site,FOLS,TRAFFIC COUNT AT FORT MAIN ENTRANCE,587,NHS
SE,Fort Matanzas National Monument,FOMA,TRAFFIC COUNT AT THE BEACH RAMP,"4,067",NM
SE,Fort Matanzas National Monument,FOMA,TRAFFIC COUNT AT THE EAST PARKING LOT,"1,656",NM
SE,Fort Matanzas National Monument,FOMA,TRAFFIC COUNT AT THE VISITOR CENTER,"3,807",NM
SE,Fort Matanzas National Monument,FOMA,TRAFFIC COUNT AT THE WEST PARKING LOT,"1,494",NM
NE,Fort McHenry National Monument and Historic Shrine,FOMC,TRAFFIC COUNT AT MAIN ENTRANCE,"6,413",NM
NE,Fort Necessity National Battlefield,FONE,TRAFFIC COUNT AT BRADDOCK'S GRAVE,90,NB
NE,Fort Necessity National Battlefield,FONE,TRAFFIC COUNT AT JUMONVILLE GLEN,0,NB
NE,Fort Necessity National Battlefield,FONE,TRAFFIC COUNT AT PICNIC LOOP ROAD,0,NB
NE,Fort Necessity National Battlefield,FONE,TRAFFIC COUNT AT VISITOR CENTER,"1,229",NB
PW,Fort Point National Historic Site,FOPO,TRAFFIC COUNT AT MAIN ENTRANCE,"15,007",NHS
SE,Fort Pulaski National Monument,FOPU,TRAFFIC COUNT AT COCKSPUR ISLAND,"7,300",NM
SE,Fort Pulaski National Monument,FOPU,TRAFFIC COUNT AT MCQUEEN'S ISLAND,"1,362",NM
SE,Fort Raleigh National Historic Site,FORA,TRAFFIC COUNT AT MAIN ENTRANCE,"2,193",NHS
PW,Fort Vancouver National Historic Site,FOVA,TRAFFIC COUNT AT EAST BARRACKS,"4,355",NHS
PW,Fort Vancouver National Historic Site,FOVA,TRAFFIC COUNT AT FORT SITE,"1,517",NHS
PW,Fort Vancouver National Historic Site,FOVA,TRAFFIC COUNT AT VISITOR CENTER,"2,662",NHS
IM,Fossil Butte National Monument,FOBU,TRAFFIC COUNT AT THE PICNIC AREA,0,NM
NE,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,FRSP,TRAFFIC COUNT AT BULLOCK ROAD,"2,527",NMP
NE,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,FRSP,TRAFFIC COUNT AT HILL-EWELL DRIVE,"9,643",NMP
NE,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,FRSP,TRAFFIC COUNT AT MCLAWS ROAD,"17,130",NMP
NE,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,FRSP,TRAFFIC COUNT AT NORTH LEE DRIVE,"13,184",NMP
NE,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,FRSP,TRAFFIC COUNT AT SOUTH LEE DRIVE,"1,511",NMP
NE,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,FRSP,TRAFFIC COUNT AT STUART DRIVE,"1,138",NMP
NE,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,FRSP,TRAFFIC COUNT ON GRANT DRIVE,"3,972",NMP
NE,Gateway National Recreation Area,GATE,(MF) Traffic Count Father Capodanno Entrance,0,NRA
NE,Gateway National Recreation Area,GATE,(MF) Traffic Count Mill Road Entrance,0,NRA
NE,Gateway National Recreation Area,GATE,(MF) Traffic Count New Dorp Lane,0,NRA
NE,Gateway National Recreation Area,GATE,CROSSBAY TRAFFIC,"550,186",NRA
NE,Gateway National Recreation Area,GATE,FLATBUSH TRAFFIC,"646,411",NRA
NE,Gauley River National Recreation Area,GARI,TRAFFIC COUNT AT GAULEY RIVER DAM,580,NRA
NE,George Washington Birthplace National Monument,GEWA,TRAFFIC COUNT AT BEACH/PICNIC AREA,"1,310",NM
NE,George Washington Birthplace National Monument,GEWA,TRAFFIC COUNT AT VISITOR CENTER,"1,499",NM
MW,George Washington Carver National Monument,GWCA,TRAFFIC COUNT AT MAIN ENTRANCE,634,NM
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT BELLE HAVEN,"22,145",PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT DAINGERFIELD,"28,791",PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT FORT HUNT PARK,"4,172",PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT FORT MARCY,650,PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT GRAVELLY POINT,"16,484",PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT GREAT FALLS PARK,"9,018",PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT RIVERSIDE PARK,"9,028",PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT STATION 600010 LANES 3&4,"638,011",PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT STATION 60021 LANE 1,"458,211",PKWY
NC,George Washington Memorial Parkway,GWMP,"TRAFFIC COUNT AT STATION 60023 LANES 2,3,4,5","578,739",PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT STATION 6005 Lane 1,"256,541",PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT TURKEY RUN PARK,"7,845",PKWY
NC,George Washington Memorial Parkway,GWMP,TRAFFIC COUNT AT U.S. MARINE MEMORIAL,"19,220",PKWY
NE,Gettysburg National Military Park,GETT,TRAFFIC COUNT AT HANCOCK ROAD,"5,943",NMP
NE,Gettysburg National Military Park,GETT,TRAFFIC COUNT AT WEST CONFEDERATE ROAD SOUTHBOUND,"5,371",NMP
IM,Glacier National Park,GLAC,TRAFFIC COUNT AT CAMAS,0,NP
IM,Glacier National Park,GLAC,TRAFFIC COUNT AT GOAT LICK,0,NP
IM,Glacier National Park,GLAC,TRAFFIC COUNT AT MANY GLACIER,0,NP
IM,Glacier National Park,GLAC,TRAFFIC COUNT AT POLEBRIDGE,336,NP
IM,Glacier National Park,GLAC,TRAFFIC COUNT AT SAINT MARY LANE 1,230,NP
IM,Glacier National Park,GLAC,TRAFFIC COUNT AT SAINT MARY LANE 2,0,NP
IM,Glacier National Park,GLAC,TRAFFIC COUNT AT SAINT MARY LANE 3,0,NP
IM,Glacier National Park,GLAC,TRAFFIC COUNT AT TWO MEDICINE,0,NP
IM,Glacier National Park,GLAC,TRAFFIC COUNT AT WEST ENTRANCE,"5,190",NP
IM,Glen Canyon National Recreation Area,GLCA,TRAFFIC COUNT AT ANTELOPE POINT,0,NRA
IM,Glen Canyon National Recreation Area,GLCA,TRAFFIC COUNT AT BULLFROG,"1,159",NRA
IM,Glen Canyon National Recreation Area,GLCA,TRAFFIC COUNT AT CHAINS,0,NRA
IM,Glen Canyon National Recreation Area,GLCA,TRAFFIC COUNT AT DAM OVERLOOK ROAD,"1,997",NRA
IM,Glen Canyon National Recreation Area,GLCA,TRAFFIC COUNT AT LONE ROCK,"2,040",NRA
IM,Glen Canyon National Recreation Area,GLCA,TRAFFIC COUNT AT NORTH LAKE SHORE,"4,969",NRA
IM,Glen Canyon National Recreation Area,GLCA,TRAFFIC COUNT AT SOUTH LAKE SHORE,"13,035",NRA
IM,Glen Canyon National Recreation Area,GLCA,TRAFFIC COUNT AT SUNRISE POINT,"1,918",NRA
IM,Glen Canyon National Recreation Area,GLCA,TRAIL COUNT AT HORSESHOE BEND,0,NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT BAKER BEACH,"13,625",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT BOLINAS RIDGE,"1,530",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT EAST BEACH PARKING (CRISSY FIELD),"38,567",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT EAST FORT BAKER BUNKER ROAD,"27,986",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT EAST FORT BAKER EAST ROAD,"18,533",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT FORT FUNSTON,"34,522",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT FORT SCOTT OVERLOOK,0,NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT LOWER FORT MASON,"26,980",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT MERRIE WAY,"29,439",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT MUIR BEACH ENTRANCE,"10,343",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT MUIR BEACH OVERLOOK,"4,589",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT NAVY MEMORIAL PARKING AREA,"17,315",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT OCEAN BEACH AT BALBOA STREET,"13,830",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT OCEAN BEACH AT FULTON STREET,"22,618",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT OCEAN BEACH AT SECOND OVERLOOK,"12,379",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT OCEAN BEACH AT SLOAT BLVD,"25,512",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT RODEO VALLEY BUNKER ROAD,"23,052",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT RODEO VALLEY CONZELMAN ROAD,"43,279",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT STINSON BEACH,"9,414",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,"21,466",NRA
PW,Golden Gate National Recreation Area,GOGA,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),"23,751",NRA
IM,Grand Canyon National Park,GRCA,TRAFFIC COUNT (DESERT VIEW),"8,411",NP
IM,Grand Canyon National Park,GRCA,TRAFFIC COUNT (NORTH RIM),0,NP
IM,Grand Canyon National Park,GRCA,TRAFFIC COUNT (SOUTH DISTRICT),"64,805",NP
IM,Grand Canyon National Park,GRCA,TRAFFIC COUNT (TUWEEP),"1,005",NP
MW,Grand Portage National Monument,GRPO,TRAFFIC COUNT AT HERITAGE CENTER PARKING LOT,595,NM
MW,Grand Portage National Monument,GRPO,TRAFFIC COUNT AT OVERFLOW PARKING LOT,0,NM
IM,Grand Teton National Park,GRTE,TRAFFIC COUNT AT BUFFALO ENTRANCE,"4,914",NP
IM,Grand Teton National Park,GRTE,TRAFFIC COUNT AT GROS VENTRE JUNCTION,"82,057",NP
IM,Grand Teton National Park,GRTE,TRAFFIC COUNT AT JDR (SOUTHBOUND) (REC'D FROM JDR),"1,151",NP
IM,Grand Teton National Park,GRTE,TRAFFIC COUNT AT MOOSE ENTRANCE,"5,586",NP
IM,Grand Teton National Park,GRTE,TRAFFIC COUNT AT MOOSE WILSON ENTRANCE,"2,306",NP
IM,Grand Teton National Park,GRTE,TRAFFIC COUNT AT US 89 (WESTBOUND),"10,457",NP
PW,Great Basin National Park,GRBA,TRAFFIC COUNT AT BAKER CREEK,102,NP
PW,Great Basin National Park,GRBA,TRAFFIC COUNT AT GREAT BASIN VC,321,NP
PW,Great Basin National Park,GRBA,TRAFFIC COUNT AT LEHMAN,152,NP
PW,Great Basin National Park,GRBA,TRAFFIC COUNT AT LEHMAN CAVES VC,903,NP
PW,Great Basin National Park,GRBA,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,987,NP
PW,Great Basin National Park,GRBA,TRAFFIC COUNT AT SNAKE CREEK,4,NP
PW,Great Basin National Park,GRBA,TRAFFIC COUNT AT STRAWBERRY CREEK,2,NP
PW,Great Basin National Park,GRBA,TRAFFIC COUNT AT WHEELER PEAK,0,NP
IM,Great Sand Dunes National Park and Preserve,GRSA,TRAFFIC COUNT AT MEDANO PASS ROAD,0,NP
IM,Great Sand Dunes National Park and Preserve,GRSA,TRAFFIC COUNT AT PARK ENTRANCE,"1,027",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT AT BIG CREEK,31,NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT AT GATLINBURG SPUR (STATION 405 LANES 1 AND 2 NORTHBOUND),"321,644",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT AT GATLINBURG SPUR (STATION 405 LANES 1 AND 2 SOUTHBOUND),"309,279",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT AT GREENBRIER,"3,116",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON HOLIDAYS AT GATLINBURG (STATION 401 LANE 2 SOUTHBOUND),"9,014",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON HOLIDAYS AT OCONALUFTEE (STATION 403 LANES 3 AND 4),"1,125",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON HOLIDAYS AT OCONALUFTEE (STATION 403 LANES 3 AND 4),"3,541",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON HOLIDAYS AT TOWNSEND (STATION 404 LANE 2 SOUTHBOUND),"3,092",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON SATURDAYS AT GATLINBURG (STATION 401 LANE 2 SOUTHBOUND),"16,956",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON SATURDAYS AT OCONALUFTEE (STATION 403 LANES 3 AND 4),"2,357",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON SATURDAYS AT OCONALUFTEE (STATION 403 LANES 3 AND 4),"7,547",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON SATURDAYS AT TOWNSEND (STATION 404 LANE 2 SOUTHBOUND),"8,020",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON SUNDAYS AT GATLINBURG (STATION 401 LANE 2 SOUTHBOUND),"15,297",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON SUNDAYS AT OCONALUFTEE (STATION 403 LANES 3 AND 4),"4,410",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON SUNDAYS AT OCONALUFTEE (STATION 403 LANES 3 AND 4),"1,336",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON SUNDAYS AT TOWNSEND (STATION 404 LANE 2 SOUTHBOUND),"6,308",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON WEEKDAYS AT GATLINBURG (STATION 401 LANE 2 SOUTHBOUND),"21,612",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON WEEKDAYS AT OCONALUFTEE (STATION 403 LANES 3 AND 4),"3,322",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON WEEKDAYS AT OCONALUFTEE (STATION 403 LANES 3 AND 4),"13,902",NP
SE,Great Smoky Mountains National Park,GRSM,TRAFFIC COUNT ON WEEKDAYS AT TOWNSEND (STATION 404 LANE 2 SOUTHBOUND),"8,914",NP
IM,Guadalupe Mountains National Park,GUMO,TRAFFIC COUNT AT DOG CANYON,89,NP
IM,Guadalupe Mountains National Park,GUMO,TRAFFIC COUNT AT FRIJOLE,342,NP
IM,Guadalupe Mountains National Park,GUMO,TRAFFIC COUNT AT MCKITTRICK CANYON,531,NP
