Season,Name,Basin,Type,MaxWindMPH,MinPressure,StartDate,EndDate,Hem_NS,Hem_EW,Lat,Lon
1989,HINANO,SP,NR,75,970,21FEB1989,28FEB1989,S,W,-27.2,-138.8
1989,HOPE,WP,TS,52,990,15JUL1989,22JUL1989,N,E,21.3,131.7
1989,HUGO,NA,ET,161,918,10SEP1989,25SEP1989,N,W,14.6,-54.6
1989,HUNT,WP,TS,86,960,15NOV1989,24NOV1989,N,E,14.6,127
1989,IANA,SI,TS,51,984,25FEB1989,01MAR1989,S,E,-21.7,43.2
1989,ILONA,SI,NR,92,960,12DEC1988,19DEC1988,S,E,-18.3,115.4
1989,IRIS,NA,TS,69,1001,16SEP1989,21SEP1989,N,W,19.2,-58.2
1989,IRMA,WP,TS,109,925,20NOV1989,04DEC1989,N,E,13.2,134.4
1989,IRVING,WP,TS,63,985,19JUL1989,24JUL1989,N,E,15,112.4
1989,ISMAEL,EP,TS,121,955,14AUG1989,25AUG1989,N,W,18.7,-116.8
1989,IVY,SP,NR,86,960,23FEB1989,03MAR1989,S,E,-20.5,170.3
1989,JACK,WP,TS,109,925,21DEC1989,28DEC1989,N,E,13.9,148.2
1989,JERRY,NA,TS,86,982,12OCT1989,16OCT1989,N,W,29.1,-95
1989,JINARO,SI,TS,71,966,23MAR1989,01APR1989,S,E,-20,49.7
1989,JOHN,SI,NR,46,990,23JAN1989,02FEB1989,S,E,-12.2,96.2
1989,JUDY,WP,TS,98,940,21JUL1989,29JUL1989,N,E,24.9,137.9
1989,JUDY,SP,NR,81,965,22FEB1989,28FEB1989,S,W,-22.3,-158.4
1989,JULIETTE,EP,TS,63,992,21AUG1989,25AUG1989,N,W,18.9,-119.6
1989,KAREN,NA,TS,58,1000,28NOV1989,04DEC1989,N,W,20.8,-83.4
1989,KEN/LOLA,WP,TS,63,980,28JUL1989,07AUG1989,N,E,28.7,135
1989,KERRY,SP,NR,58,985,29MAR1989,04APR1989,S,W,-21.7,177.4
1989,KIKO,EP,TS,121,955,25AUG1989,29AUG1989,N,W,23.5,-109.3
1989,KIRRILY,SI,NR,92,955,03FEB1989,11FEB1989,S,E,-21,107.1
1989,KRISY,SI,TS,94,941,28MAR1989,11APR1989,S,E,-16,70
1989,LEON/HANITRA,SI,TS,83,954,13FEB1989,01MAR1989,S,E,-17,80
1989,LEZISSY,SI,TS,51,984,06APR1989,11APR1989,S,E,-12.4,73
1989,LILI,SP,NR,92,955,07APR1989,11APR1989,S,E,-14.9,164.9
1989,LORENA,EP,TS,75,989,27AUG1989,06SEP1989,N,W,20.6,-115.5
1989,MAC,WP,ET,92,950,30JUL1989,10AUG1989,N,E,26.4,144.5
1989,MANUEL,EP,TS,46,1002,28AUG1989,31AUG1989,N,W,14.9,-101.4
1989,MARCIA,SI,NR,40,995,02MAR1989,06MAR1989,S,E,-17,98.4
1989,MEENA,SP,NR,58,990,03MAY1989,10MAY1989,S,E,-15,155
1989,NANCY,WP,ET,81,965,11AUG1989,18AUG1989,N,E,29.1,154.1
1989,NARDA,EP,TS,52,1000,03SEP1989,08SEP1989,N,W,15.9,-108.2
1989,NED,SI,NR,115,941,25MAR1989,01APR1989,S,E,-20.1,109.2
1989,OCTAVE,EP,TS,132,948,08SEP1989,16SEP1989,N,W,20.9,-113.8
1989,ORSON,SI,NR,150,905,17APR1989,24APR1989,S,E,-16.4,116
1989,OWEN,WP,ET,86,960,09AUG1989,21AUG1989,N,E,22.1,152.1
1989,PEGGY,WP,TS,40,996,15AUG1989,19AUG1989,N,E,22.2,148.6
1989,PRISCILLA,EP,TS,63,993,21SEP1989,25SEP1989,N,W,20.7,-110
1989,RAYMOND,EP,TS,144,935,25SEP1989,05OCT1989,N,W,17,-113.4
1989,ROGER,WP,ET,63,975,23AUG1989,01SEP1989,N,E,29.2,131.2
1989,SARAH(-)1,WP,TS,92,950,05SEP1989,14SEP1989,N,E,22.7,122.8
1989,TIP,WP,ET,58,984,07SEP1989,15SEP1989,N,E,29.1,150
1989,TS0826,WP,TS,40,1002,24AUG1989,28AUG1989,N,E,31,158
1989,VERA,WP,ET,63,972,11SEP1989,19SEP1989,N,E,23.3,130.3
1989,WAYNE,WP,ET,81,970,16SEP1989,20SEP1989,N,E,30.2,128.5
1989,WINONA,WP,TS,40,1000,15JAN1989,21JAN1989,N,E,17,154.5
1990,,NI,NR,146,920,04MAY1990,18DEC1990,N,E,13.3,81.8
1990,,NA,NR,35,,24MAY1990,27SEP1990,N,W,15,-45
1990,,EP,NR,35,,29JUN1990,12SEP1990,N,W,11,-103.2
1990,ABE,WP,ET,86,955,24AUG1990,03SEP1990,N,E,24.7,125.5
1990,AKA,EP,TS,63,994,07AUG1990,15AUG1990,N,E,11.3,-164.5
1990,ALEX,SI,NR,138,927,15MAR1990,26MAR1990,S,E,-15.6,103.9
1990,ALIBERA,SI,TS,83,954,16DEC1989,07JAN1990,S,E,-11,56
1990,ALMA,EP,TS,86,979,12MAY1990,18MAY1990,N,W,13.4,-117.1
1990,ARTHUR,NA,TS,69,995,22JUL1990,27JUL1990,N,W,13.1,-63.7
1990,BECKY,WP,TS,81,965,24AUG1990,30AUG1990,N,E,17.5,113.8
1990,BERTHA,NA,ET,81,973,24JUL1990,02AUG1990,N,W,36.6,-67
1990,BESSI,SI,NR,46,990,13APR1990,18APR1990,S,E,-16.2,90.8
1990,BORIS,EP,TS,92,977,02JUN1990,08JUN1990,N,W,16.7,-113.4
1990,CESAR,NA,TS,52,1000,31JUL1990,07AUG1990,N,W,16.1,-33.5
1990,CEZERA,SI,TS,60,976,31JAN1990,11FEB1990,S,E,-11.9,59.7
1990,CRISTINA,EP,TS,63,994,08JUN1990,16JUN1990,N,W,15,-113.9
1990,DETY,SI,TS,83,954,02FEB1990,10FEB1990,S,E,-15.8,68.1
1990,DIANA,NA,TS,98,980,04AUG1990,09AUG1990,N,W,20.9,-96.8
1990,DIANA,EP,TS,23,1010,09AUG1990,09AUG1990,N,W,22.5,-107
1990,DOT(-)1,WP,TS,86,960,03SEP1990,10SEP1990,N,E,20.3,126.7
1990,DOUGLAS,EP,TS,63,992,19JUN1990,23JUN1990,N,W,16.7,-103.7
1990,ED,WP,TS,81,965,09SEP1990,20SEP1990,N,E,16.7,115
1990,EDISOANA,SI,TS,83,954,28FEB1990,08MAR1990,S,E,-18.3,61.2
1990,EDOUARD,NA,ET,46,1003,02AUG1990,13AUG1990,N,W,39.5,-23.9
1990,ELIDA,EP,TS,81,990,26JUN1990,02JUL1990,N,W,18.6,-110.8
1990,FAUSTO,EP,TS,86,979,06JUL1990,12JUL1990,N,W,18.9,-110.1
1990,FELANA,SI,TS,41,991,08MAR1990,16MAR1990,S,E,-13.6,79.6
1990,FELICITY,SP,NR,86,970,13DEC1989,22DEC1989,S,E,-16.6,141
1990,FLO,WP,ET,138,890,12SEP1990,22SEP1990,N,E,24.9,129.1
1990,FRAN,NA,TS,40,1007,11AUG1990,14AUG1990,N,W,9,-53.6
1990,GENE,WP,ET,92,950,22SEP1990,01OCT1990,N,E,28.4,127
1990,GENEVIEVE,EP,TS,104,970,10JUL1990,18JUL1990,N,W,20.2,-117
1990,GREG,SP,NR,46,990,01MAR1990,05MAR1990,S,E,-13,140
1990,GUSTAV,NA,ET,121,956,24AUG1990,03SEP1990,N,W,30.3,-57.5
1990,HANTA,SI,TS,41,991,11APR1990,14APR1990,S,E,-11.4,45.8
1990,HATTIE,WP,ET,92,950,30SEP1990,09OCT1990,N,E,24.6,128.3
1990,HERNAN,EP,TS,155,928,19JUL1990,31JUL1990,N,W,17.3,-117.2
1990,HILDA,SP,NR,69,970,04MAR1990,09MAR1990,S,E,-18.8,153.8
1990,HORTENSE,NA,TS,63,993,25AUG1990,31AUG1990,N,W,21.7,-43.6
1990,IKONJO,SI,TS,60,976,11MAY1990,21MAY1990,S,E,-7.5,53.8
1990,IRA,WP,TS,40,996,01OCT1990,03OCT1990,N,E,13.4,111.8
1990,ISELLE,EP,TS,121,958,20JUL1990,30JUL1990,N,W,19.2,-111.7
1990,ISIDORE,NA,ET,98,978,04SEP1990,17SEP1990,N,W,18.5,-37.6
1990,IVOR,SP,NR,104,965,16MAR1990,26MAR1990,S,E,-14.1,144.2
1990,JOSEPHINE,NA,TS,86,980,21SEP1990,06OCT1990,N,W,34.1,-38.4
1990,JULIO,EP,TS,115,960,17AUG1990,24AUG1990,N,W,16.7,-119.5
1990,KENNA,EP,TS,86,980,21AUG1990,30AUG1990,N,W,15.8,-129.3
1990,KLAUS,NA,TS,81,985,03OCT1990,09OCT1990,N,W,17.2,-61.2
1990,KORYN,WP,ET,63,980,12JAN1990,17JAN1990,N,E,14.5,145.5
1990,KYLE,WP,ET,86,955,15OCT1990,25OCT1990,N,E,24.1,143.3
1990,LEWIS,WP,TS,40,998,28APR1990,04MAY1990,N,E,10.5,150.5
1990,LILI,NA,ET,75,987,06OCT1990,15OCT1990,N,W,31.2,-55.9
1990,LOLA,WP,TS,40,998,16OCT1990,20OCT1990,N,E,14,113
1990,LOWELL,EP,TS,75,986,23AUG1990,01SEP1990,N,W,19.5,-112.5
1990,MARCO,NA,ET,63,989,09OCT1990,13OCT1990,N,W,26.7,-82.6
1990,MARIAN,WP,ET,81,965,14MAY1990,20MAY1990,N,E,17.2,112.7
1990,MARIE,EP,TS,138,944,07SEP1990,21SEP1990,N,W,14.8,-132.1
1990,MIKE,WP,TS,115,915,06NOV1990,18NOV1990,N,E,8.1,133.7
1990,NANA,NA,TS,86,989,16OCT1990,21OCT1990,N,W,24.1,-63.8
1990,NANCY,SP,NR,69,980,28JAN1990,08FEB1990,S,E,-23.1,159.8
1990,NATHAN,WP,TS,63,980,13JUN1990,19JUN1990,N,E,18.8,111.7
1990,NELL,WP,TS,58,990,09NOV1990,12NOV1990,N,E,12.7,112
1990,NORBERT,EP,TS,81,983,10SEP1990,19SEP1990,N,W,21.1,-124.4
1990,ODILE,EP,TS,144,935,23SEP1990,02OCT1990,N,W,15.2,-122.1
1990,OFA,SP,NR,115,925,30JAN1990,10FEB1990,S,W,-16.3,-172.1
1990,OFELIA,WP,ET,75,970,16JUN1990,26JUN1990,N,E,21,121.5
1990,OWEN,WP,TS,109,925,20NOV1990,04DEC1990,N,E,8.3,152.1
1990,PAGE,WP,ET,121,910,21NOV1990,03DEC1990,N,E,14.6,127.4
1990,PEDRO,SI,NR,69,982,06NOV1989,13NOV1989,S,E,-12,95.3
1990,PENI,SP,NR,75,970,12FEB1990,18FEB1990,S,W,-17.9,-159.4
1990,PERCY,WP,TS,92,950,20JUN1990,30JUN1990,N,E,11.8,131.2
1990,POLO,EP,TS,75,987,28SEP1990,01OCT1990,N,W,15,-139
1990,RACHEL,EP,TS,63,994,27SEP1990,03OCT1990,N,W,20.3,-112.1
1990,RAE,SP,NR,58,985,16MAR1990,25MAR1990,S,W,-21.4,176
1990,ROBYN,WP,ET,52,992,04JUL1990,14JUL1990,N,E,22.4,125.4
1990,ROSITA,SI,NR,52,988,04JAN1990,17JAN1990,S,E,-13.9,102.2
1990,RUSS,WP,ET,115,915,13DEC1990,24DEC1990,N,E,10.9,150.9
1990,SAM,SI,NR,81,966,11JAN1990,21JAN1990,S,E,-19.2,107.6
1990,SIMON,EP,TS,69,990,09OCT1990,14OCT1990,N,W,17.9,-120
1990,STEVE,WP,ET,98,940,23JUL1990,05AUG1990,N,E,23.5,144.9
1990,TASHA,WP,TS,63,980,26JUL1990,01AUG1990,N,E,19.4,115.5
1990,TINA,SI,NR,58,976,24JAN1990,29JAN1990,S,E,-17.4,113.1
1990,TRUDY,EP,TS,155,924,16OCT1990,01NOV1990,N,W,15.5,-111
1990,VANCE,EP,TS,98,975,21OCT1990,31OCT1990,N,W,17.9,-107.9
1990,VERNON,WP,ET,86,955,28JUL1990,10AUG1990,N,E,23.8,139.2
1990,VINCENT,SI,NR,81,966,02MAR1990,06MAR1990,S,E,-21.2,110.6
1990,WALTER,SI,TS,106,927,03MAR1990,27MAR1990,S,E,-18,79.4
1990,WINONA,WP,ET,69,975,04AUG1990,14AUG1990,N,E,32.3,137.3
1990,YANCY,WP,TS,92,950,11AUG1990,23AUG1990,N,E,24,123.7
1990,ZOLA,WP,ET,86,960,16AUG1990,23AUG1990,N,E,28.3,134.9
1991,,NI,NR,146,918,24APR1991,15NOV1991,N,E,18.5,89
1991,,NA,TS,75,972,05JUL1991,02NOV1991,N,W,38.2,-66.5
1991,,EP,NR,35,,28JUN1991,14SEP1991,N,W,15.4,-95
1991,ALISON,SI,TS,23,1002,08JAN1991,08JAN1991,S,E,-8.8,78.4
1991,AMY,WP,TS,109,930,14JUL1991,20JUL1991,N,E,21.5,120.8
1991,ANA,NA,TS,52,1000,29JUN1991,05JUL1991,N,W,37.1,-67.8
1991,ANDRES,EP,TS,63,994,16MAY1991,20MAY1991,N,W,10.7,-123
1991,BELLA,SI,ET,98,936,23JAN1991,04FEB1991,S,E,-17.8,61.9
1991,BLANCA,EP,TS,63,994,14JUN1991,22JUN1991,N,W,12.6,-121.5
1991,BOB,NA,ET,115,950,16AUG1991,29AUG1991,N,W,36.5,-74.5
1991,BRENDAN,WP,TS,69,980,19JUL1991,25JUL1991,N,E,16.6,123.2
1991,CAITLIN,WP,ET,92,940,21JUL1991,30JUL1991,N,E,26.1,126.6
1991,CARLOS,EP,TS,121,955,16JUN1991,27JUN1991,N,W,15.3,-127
1991,CHRIS,SI,NR,69,976,15FEB1991,21FEB1991,S,E,-15.8,116.6
1991,CLAUDETTE,NA,ET,132,944,04SEP1991,14SEP1991,N,W,27,-61.5
1991,CYNTHIA,SI,TS,77,970,16FEB1991,19FEB1991,S,E,-19.8,43.9
1991,DANNY,NA,TS,52,998,07SEP1991,11SEP1991,N,W,11.8,-39.6
1991,DAPHNE,SI,NR,69,976,21FEB1991,28FEB1991,S,E,-20.1,115.9
1991,DEBRA,SI,ET,71,966,22FEB1991,04MAR1991,S,E,-25.2,38.2
1991,DELORES,EP,TS,86,979,22JUN1991,28JUN1991,N,W,17.8,-106.7
1991,ELLIE,WP,TS,81,960,10AUG1991,19AUG1991,N,E,26.7,140.2
1991,ELMA,SI,NR,81,965,26FEB1991,05MAR1991,S,E,-18,88.9
1991,ENRIQUE,EP,TS,75,987,15JUL1991,21JUL1991,N,W,12.6,-121.5
1991,ERIKA,NA,ET,58,997,08SEP1991,12SEP1991,N,W,34.7,-46.1
1991,ERROL,SI,NR,104,950,23MAR1991,31MAR1991,S,E,-10.6,100
1991,FABIAN,NA,ET,46,1002,15OCT1991,17OCT1991,N,W,21.2,-83.1
1991,FATIMA,SI,TS,83,954,30MAR1991,31MAR1991,S,E,-19.8,79.8
1991,FEFA,EP,TS,121,959,29JUL1991,08AUG1991,N,W,16.6,-122.7
1991,FIFI,SI,NR,69,975,15APR1991,21APR1991,S,E,-14.5,102.2
1991,FRED,WP,TS,86,960,11AUG1991,18AUG1991,N,E,20.5,112.8
1991,G19091,SI,TS,32,998,30MAR1991,03APR1991,S,E,-17.8,50.4
1991,GLADYS,WP,TS,69,965,15AUG1991,24AUG1991,N,E,25.9,139.4
1991,GRACE,NA,ET,104,980,25OCT1991,29OCT1991,N,W,31.5,-61.8
1991,GRITELLE,SI,TS,51,984,06JUN1991,16JUN1991,S,E,-11.1,68.2
1991,GUILLERMO,EP,TS,81,983,04AUG1991,10AUG1991,N,W,15.6,-104.8
1991,HARRY,WP,ET,46,984,28AUG1991,02SEP1991,N,E,32.5,136.2
1991,HILDA,EP,TS,63,992,08AUG1991,14AUG1991,N,W,19,-113.5
1991,HSK0491,SI,TS,32,997,30NOV1990,07DEC1990,S,E,-12.2,76.4
1991,IGNACIO,EP,TS,63,994,16SEP1991,19SEP1991,N,W,17.5,-103.5
1991,IVY,WP,ET,109,935,02SEP1991,12SEP1991,N,E,25.8,139.4
1991,JIMENA,EP,TS,132,945,20SEP1991,02OCT1991,N,W,13.4,-108.9
1991,JOEL,WP,TS,52,985,03SEP1991,08SEP1991,N,E,21.2,115.1
1991,JOY,SP,NR,104,940,17DEC1990,27DEC1990,S,E,-16,146.7
1991,KELVIN,SP,NR,69,980,24FEB1991,06MAR1991,S,E,-16.6,150.6
1991,KEVIN,EP,ET,144,935,25SEP1991,12OCT1991,N,W,17.6,-112
1991,KINNA,WP,ET,92,955,10SEP1991,16SEP1991,N,E,26.8,127.8
1991,LAURENCE,SI,NR,40,992,10DEC1990,12DEC1990,S,E,-12.5,128.9
1991,LINDA,EP,TS,121,957,03OCT1991,13OCT1991,N,W,16.7,-108.6
1991,LISA,SP,NR,69,972,07MAY1991,19MAY1991,S,W,-15.2,155.7
1991,LUKE,WP,ET,63,972,14SEP1991,21SEP1991,N,E,25.4,130.1
1991,MARIAN,SI,NR,115,930,09APR1991,19APR1991,S,E,-13.4,120.2
1991,MARTY,EP,TS,81,979,07OCT1991,18OCT1991,N,W,17.3,-108.4
1991,MIREILLE,WP,ET,115,925,13SEP1991,30SEP1991,N,E,18.2,131.5
1991,NAT,WP,TS,92,950,14SEP1991,03OCT1991,N,E,21.9,123.2
1991,NORA,EP,TS,104,970,07NOV1991,12NOV1991,N,W,13.3,-113.3
1991,ORCHID,WP,ET,109,930,03OCT1991,15OCT1991,N,E,19.9,130.8
1991,PAT,WP,ET,109,925,04OCT1991,14OCT1991,N,E,20.2,150.6
1991,RUTH,WP,ET,132,895,19OCT1991,03NOV1991,N,E,14.8,134.3
1991,SETH,WP,TS,115,925,01NOV1991,15NOV1991,N,E,16.4,144.1
1991,SHARON,WP,TS,58,985,05MAR1991,16MAR1991,N,E,6.3,140.9
1991,SINA,SP,NR,86,960,24NOV1990,04DEC1990,S,W,-15.8,174.4
1991,TD0827,WP,ET,40,992,26AUG1991,31AUG1991,N,E,29.3,131.3
1991,THELMA,WP,TS,46,992,01NOV1991,08NOV1991,N,E,12.6,127.4
1991,TIM,WP,TS,75,970,20MAR1991,27MAR1991,N,E,16.6,152.8
1991,VANESSA,WP,TS,52,994,23APR1991,28APR1991,N,E,12.8,114.3
1991,VERNE,WP,ET,63,980,05NOV1991,13NOV1991,N,E,16.3,149.7
1991,WALT,WP,ET,115,915,06MAY1991,18MAY1991,N,E,14.4,131.6
1991,WILDA,WP,TS,52,992,14NOV1991,20NOV1991,N,E,15.4,119.1
1991,YUNYA,WP,TS,92,950,12JUN1991,17JUN1991,N,E,14.1,124.2
1991,YURI,WP,ET,138,895,22NOV1991,03DEC1991,N,E,10.7,146.8
1991,ZEKE,WP,TS,75,970,09JUL1991,15JUL1991,N,E,17,112.6
1991,ZELDA,WP,ET,69,975,27NOV1991,06DEC1991,N,E,10.4,161.2
1992,,NI,NR,63,992,15MAY1992,17NOV1992,N,E,8,78.5
1992,,NA,NR,52,1002,21APR1992,01OCT1992,N,W,24.9,-61.5
1992,,EP,NR,35,,16JUN1992,23NOV1992,N,W,13.6,-114
1992,A39192,SI,TS,32,997,16OCT1991,22OCT1991,S,E,-12.7,74.5
1992,AGATHA,EP,TS,69,990,01JUN1992,05JUN1992,N,W,15,-102.7
1992,ALEXANDRA,SI,TS,64,972,18DEC1991,29DEC1991,S,E,-14.5,76.9
1992,ANDREW,NA,TS,173,922,16AUG1992,28AUG1992,N,W,25.4,-75.8
1992,ANGELA,WP,TS,75,970,15OCT1992,30OCT1992,N,E,12.5,114.9
1992,ARTHUR,SP,NR,58,985,13DEC1991,18DEC1991,S,W,-20.7,-139.5
1992,AXEL,WP,ET,63,980,04JAN1992,15JAN1992,N,E,6.5,162.3
1992,BETSY,SP,NR,104,940,06JAN1992,19JAN1992,S,W,-17.8,164.2
1992,BLAS,EP,TS,40,1004,22JUN1992,23JUN1992,N,W,16.5,-112.8
1992,BOBBIE,WP,ET,104,940,23JUN1992,03JUL1992,N,E,20.1,124.4
1992,BONNIE,NA,ET,109,965,17SEP1992,02OCT1992,N,W,37.5,-52.3
1992,BRIAN,WP,ET,92,950,17OCT1992,25OCT1992,N,E,20.1,139.8
1992,BRYNA,SI,TS,45,988,25DEC1991,10JAN1992,S,E,-14.9,56
1992,CELESTA,SI,TS,49,985,08FEB1992,14FEB1992,S,E,-23.4,67.2
1992,CELIA,EP,TS,144,935,22JUN1992,04JUL1992,N,W,14.7,-110.7
1992,CHARLEY,NA,ET,109,965,21SEP1992,29SEP1992,N,W,36.1,-34.1
1992,CHUCK,WP,TS,81,965,24JUN1992,02JUL1992,N,E,17.3,111.2
1992,CLIFF,SP,NR,63,980,04FEB1992,11FEB1992,S,W,-13.7,-139.8
1992,COLLEEN,WP,TS,63,980,17OCT1992,29OCT1992,N,E,14.1,129.9
1992,DAMAN,SP,NR,81,965,14FEB1992,23FEB1992,S,W,-18.5,161.9
1992,DAN,WP,ET,104,935,25OCT1992,05NOV1992,N,E,20.8,150.2
1992,DANIELLE,NA,TS,63,1001,22SEP1992,26SEP1992,N,W,35.9,-75.2
1992,DARBY,EP,TS,121,968,02JUL1992,10JUL1992,N,W,19.9,-113
1992,DAVILIA,SI,TS,45,988,16FEB1992,25FEB1992,S,E,-21.2,72
1992,EARL,NA,ET,63,990,26SEP1992,03OCT1992,N,W,28.4,-70.3
1992,EKEKA,EP,TS,115,990,26JAN1992,08FEB1992,N,E,9.2,-173.7
1992,ELI,WP,TS,81,965,08JUL1992,14JUL1992,N,E,15.7,122.3
1992,ELIZABETHA,SI,TS,40,992,22FEB1992,26FEB1992,S,E,-14.8,45.7
1992,ELSIE,WP,ET,115,915,29OCT1992,09NOV1992,N,E,16,137.2
1992,ESAU,SP,NR,115,925,25FEB1992,09MAR1992,S,W,-14.1,159.8
1992,ESTELLE,EP,TS,138,943,09JUL1992,17JUL1992,N,W,16.8,-122.3
1992,FARIDA,SI,TS,94,941,27FEB1992,04MAR1992,S,E,-18.8,76.4
1992,FAYE,WP,TS,40,1000,15JUL1992,18JUL1992,N,E,20.7,114
1992,FORREST,NI,NR,117,952,16NOV1992,21NOV1992,N,E,16.5,87.5
1992,FORREST,WP,TS,52,996,12NOV1992,15NOV1992,N,E,9.2,110.6
1992,FRAN,SP,NR,127,920,04MAR1992,21MAR1992,S,W,-17.4,170.8
1992,FRANCES,NA,ET,86,976,22OCT1992,30OCT1992,N,W,30.6,-58.8
1992,FRANK,EP,TS,144,935,13JUL1992,23JUL1992,N,W,15.9,-120.6
1992,GARY,WP,TS,63,980,17JUL1992,24JUL1992,N,E,19.9,112.3
1992,GAY,WP,ET,127,900,14NOV1992,03DEC1992,N,E,11.4,156
1992,GENE,SP,NR,58,985,15MAR1992,19MAR1992,S,W,-19.4,-162.7
1992,GEORGETTE,EP,TS,109,964,14JUL1992,26JUL1992,N,W,14.8,-107
1992,GERDA,SI,TS,40,992,24FEB1992,04MAR1992,S,E,-18,60
1992,GRAHAM,SI,NR,127,915,02DEC1991,10DEC1991,S,E,-9.5,95.6
1992,H19192,SI,TS,36,995,26FEB1992,01MAR1992,S,E,-13.7,58.1
1992,HALI,EP,TS,52,,28MAR1992,30MAR1992,N,W,5.9,-174.2
1992,HEATHER,SI,NR,121,930,24FEB1992,08MAR1992,S,E,-15.2,89.3
1992,HELEN,WP,ET,46,996,26JUL1992,29JUL1992,N,E,29.9,158
1992,HETTIE,SP,NR,52,987,25MAR1992,30MAR1992,S,W,-21,-146.2
1992,HOWARD,EP,TS,63,992,26JUL1992,30JUL1992,N,W,12.7,-122.2
1992,HSK0292,SI,TS,32,997,14OCT1991,22OCT1991,S,E,-11.3,55.3
1992,HSK0491,SI,TS,41,991,21NOV1991,29NOV1991,S,E,-12.7,70.8
1992,HUNT,WP,ET,104,940,15NOV1992,22NOV1992,N,E,18,139.7
1992,IAN,SI,NR,121,930,27FEB1992,04MAR1992,S,E,-16.6,117.1
1992,INIKI,EP,TS,144,938,05SEP1992,13SEP1992,N,W,19.5,-160
1992,INNIS,SP,NR,58,985,28APR1992,06MAY1992,S,W,-14,169.1
1992,IRVING,WP,TS,63,980,31JUL1992,05AUG1992,N,E,30.7,134.1
1992,ISIS,EP,TS,63,992,28JUL1992,02AUG1992,N,W,20.7,-116.2
1992,JANE/IRNA,SI,NR,127,915,07APR1992,17APR1992,S,E,-14.8,87.4
1992,JANIS,WP,ET,109,935,03AUG1992,13AUG1992,N,E,24.8,130.7
1992,JAVIER,EP,TS,81,985,30JUL1992,12AUG1992,N,W,18.4,-128.6
1992,KAY,EP,TS,52,1000,18AUG1992,22AUG1992,N,W,19.1,-118.4
1992,KENT,WP,TS,109,930,05AUG1992,19AUG1992,N,E,21.2,147.9
1992,LESTER,EP,TS,81,985,20AUG1992,24AUG1992,N,W,24,-114.1
1992,LOIS,WP,ET,40,996,14AUG1992,25AUG1992,N,E,25,139
1992,MADELINE,EP,TS,52,999,27AUG1992,31AUG1992,N,W,14.3,-128.9
1992,MARK,WP,TS,52,990,15AUG1992,20AUG1992,N,E,21.4,117.3
1992,MARK,SP,NR,63,980,07JAN1992,10JAN1992,S,E,-13.3,141.1
1992,NEVILLE,SI,NR,127,945,05APR1992,14APR1992,S,E,-11.5,128.4
1992,NEWTON,EP,TS,52,999,27AUG1992,31AUG1992,N,W,13,-119.8
1992,NINA,WP,ET,40,996,17AUG1992,22AUG1992,N,E,30,156.5
1992,OMAR,WP,TS,115,920,23AUG1992,09SEP1992,N,E,14.7,140.6
1992,ORLENE,EP,TS,144,934,02SEP1992,14SEP1992,N,W,14,-121.7
1992,PAINE,EP,TS,75,987,11SEP1992,16SEP1992,N,W,17.8,-122.8
1992,POLLY(3),WP,ET,63,975,27AUG1992,04SEP1992,N,E,23.6,122.3
1992,ROSLYN,EP,TS,98,975,13SEP1992,30SEP1992,N,W,18.9,-134.8
1992,RYAN,WP,ET,98,945,31AUG1992,13SEP1992,N,E,21.4,147.3
1992,SEYMOUR,EP,TS,86,980,17SEP1992,27SEP1992,N,W,22.3,-114.3
1992,SIBYL,WP,ET,98,940,04SEP1992,18SEP1992,N,E,24.9,160.8
1992,TED,WP,ET,58,985,17SEP1992,27SEP1992,N,E,18.6,123.9
1992,TIA,SP,NR,86,960,15NOV1991,21NOV1991,S,E,-12.2,169.3
1992,TINA,EP,TS,150,932,17SEP1992,11OCT1992,N,W,17.3,-117.7
1992,VAL,WP,ET,52,970,24SEP1992,30SEP1992,N,E,24.5,153.6
1992,VAL,SP,NR,104,940,04DEC1991,17DEC1991,S,W,-13.3,-172.4
1992,VIRGIL,EP,TS,132,948,01OCT1992,05OCT1992,N,W,15.9,-102.6
1992,WARD,WP,ET,98,945,27SEP1992,07OCT1992,N,E,23.8,161.8
1992,WASA,SP,NR,104,940,05DEC1991,13DEC1991,S,W,-14.2,-157
1992,WINIFRED,EP,TS,115,960,06OCT1992,10OCT1992,N,W,17.5,-104.3
1992,XAVIER,EP,TS,46,1003,13OCT1992,15OCT1992,N,W,10.2,-107.6
1992,YOLANDA,EP,TS,63,993,15OCT1992,22OCT1992,N,W,15.7,-129.2
1992,YVETTE,WP,ET,115,915,07OCT1992,18OCT1992,N,E,19.1,129.4
1992,ZACK,WP,TS,46,992,08OCT1992,16OCT1992,N,E,25,153.2
1992,ZEKE,EP,TS,52,1000,25OCT1992,30OCT1992,N,W,19.3,-114.9
1993,,NI,NR,104,968,08NOV1993,20DEC1993,N,E,11.5,79
1993,,NA,NR,98,970,31MAY1993,30SEP1993,N,W,21.3,-97
1993,,EP,NR,35,,27JUN1993,14OCT1993,N,W,14.6,-96.1
1993,ABE,WP,TS,98,945,09SEP1993,15SEP1993,N,E,22.1,117.9
1993,ADEL,SP,NR,75,970,13MAY1993,15MAY1993,S,E,-9.4,150.1
1993,ADRIAN,EP,TS,86,979,11JUN1993,19JUN1993,N,W,13,-119.6
1993,ARLENE,NA,TS,40,1000,18JUN1993,21JUN1993,N,W,25.9,-95.9
1993,AVIONA,SI,TS,46,988,27SEP1992,05OCT1992,S,E,-11.5,86.2
